# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_protein_protein_contact	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
SOGA2	ENSG00000168502	ENST00000522146	retained_intron	0	0	0	4	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SOGA2	ENSG00000168502	ENST00000522592	processed_transcript	0	0	0	8	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SOGA2	ENSG00000168502	ENST00000523122	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOGA2	ENSG00000168502	ENST00000523811	processed_transcript	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SOGA2	ENSG00000168502	ENST00000581670	processed_transcript	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5
SORD	ENSG00000140263	ENST00000267814	protein_coding	0	2	3	20	6	0	0	0	14	3	0	0	1	0	0	0	0	0	0	0	0	1	0
SORD	ENSG00000140263	ENST00000558574	retained_intron	0	0	0	16	0	0	0	7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	7
SORD	ENSG00000140263	ENST00000558580	protein_coding	0	1	3	15	5	0	0	1	9	3	0	0	0	0	0	0	0	0	0	0	0	1	0
SORD	ENSG00000140263	ENST00000558789	nonsense_mediated_decay	0	0	0	24	2	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SORD	ENSG00000140263	ENST00000559230	nonsense_mediated_decay	0	0	1	23	9	0	0	1	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SORD	ENSG00000140263	ENST00000559562	processed_transcript	0	0	0	16	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	5
SORD	ENSG00000140263	ENST00000560488	processed_transcript	0	0	0	16	0	0	0	7	3	0	1	0	0	0	0	0	0	0	0	0	0	0	5
SOST	ENSG00000167941	ENST00000301691	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX8	ENSG00000005513	ENST00000293894	protein_coding	0	3	0	8	4	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1
SOX8	ENSG00000005513	ENST00000566034	retained_intron	0	0	0	10	0	0	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0
SOX9	ENSG00000125398	ENST00000245479	protein_coding	0	0	0	5	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX9-AS1	ENSG00000234899	ENST00000412640	lincRNA	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX9-AS1	ENSG00000234899	ENST00000414600	lincRNA	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX9-AS1	ENSG00000234899	ENST00000424417	lincRNA	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX9-AS1	ENSG00000234899	ENST00000440093	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SOX9-AS1	ENSG00000234899	ENST00000529667	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SOX9-AS1	ENSG00000234899	ENST00000533179	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SOX9-AS1	ENSG00000234899	ENST00000533232	retained_intron	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SOX9-AS1	ENSG00000234899	ENST00000602213	lincRNA	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP2	ENSG00000167182	ENST00000376741	protein_coding	0	4	0	6	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0
SP6	ENSG00000189120	ENST00000342234	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SP6	ENSG00000189120	ENST00000536300	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SPACA3	ENSG00000141316	ENST00000269053	protein_coding	0	0	1	14	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SPACA3	ENSG00000141316	ENST00000394637	processed_transcript	0	0	0	15	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	6
SPACA3	ENSG00000141316	ENST00000394638	protein_coding	0	0	1	14	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SPACA3	ENSG00000141316	ENST00000485015	processed_transcript	0	0	0	15	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPACA3	ENSG00000141316	ENST00000580599	protein_coding	0	0	1	14	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG5	ENSG00000076382	ENST00000321765	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG5	ENSG00000076382	ENST00000378976	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPAG5	ENSG00000076382	ENST00000577259	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPAG5	ENSG00000076382	ENST00000578230	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPAG5	ENSG00000076382	ENST00000580083	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG5	ENSG00000076382	ENST00000580406	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPAG5	ENSG00000076382	ENST00000584206	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG5-AS1	ENSG00000227543	ENST00000414744	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG5-AS1	ENSG00000227543	ENST00000424210	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG5-AS1	ENSG00000227543	ENST00000554154	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG5-AS1	ENSG00000227543	ENST00000584675	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG7	ENSG00000091640	ENST00000206020	protein_coding	0	1	0	10	1	0	0	7	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1
SPAG7	ENSG00000091640	ENST00000570341	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPAG7	ENSG00000091640	ENST00000571023	processed_transcript	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPAG7	ENSG00000091640	ENST00000572148	retained_intron	0	0	0	9	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SPAG7	ENSG00000091640	ENST00000573366	protein_coding	0	1	0	9	1	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
SPAG7	ENSG00000091640	ENST00000573805	retained_intron	0	0	0	10	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPAG7	ENSG00000091640	ENST00000575142	protein_coding	0	1	0	10	1	0	0	7	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1
SPAG7	ENSG00000091640	ENST00000575784	nonsense_mediated_decay	0	0	0	11	1	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPAG9	ENSG00000008294	ENST00000262013	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG9	ENSG00000008294	ENST00000357122	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG9	ENSG00000008294	ENST00000505173	retained_intron	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG9	ENSG00000008294	ENST00000505279	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG9	ENSG00000008294	ENST00000506483	retained_intron	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SPAG9	ENSG00000008294	ENST00000506500	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPAG9	ENSG00000008294	ENST00000510283	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG9	ENSG00000008294	ENST00000511312	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SPAG9	ENSG00000008294	ENST00000511795	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG9	ENSG00000008294	ENST00000513547	processed_transcript	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG9	ENSG00000008294	ENST00000513746	nonsense_mediated_decay	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG9	ENSG00000008294	ENST00000513827	retained_intron	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SPAG9	ENSG00000008294	ENST00000513906	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPAG9	ENSG00000008294	ENST00000514205	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SPAG9	ENSG00000008294	ENST00000514613	retained_intron	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG9	ENSG00000008294	ENST00000515685	retained_intron	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPAG9	ENSG00000008294	ENST00000576492	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA20	ENSG00000006282	ENST00000006658	protein_coding	0	3	4	12	1	0	0	0	13	4	0	0	0	0	0	2	0	0	0	0	0	1	0
SPATA20	ENSG00000006282	ENST00000356488	protein_coding	0	3	4	12	1	0	0	0	13	4	0	0	0	0	0	2	0	0	0	0	0	1	0
SPATA20	ENSG00000006282	ENST00000393244	protein_coding	0	3	4	12	1	0	0	0	13	4	0	0	0	0	0	2	0	0	0	0	0	1	0
SPATA20	ENSG00000006282	ENST00000502911	nonsense_mediated_decay	0	1	0	14	1	0	0	10	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SPATA20	ENSG00000006282	ENST00000503063	retained_intron	0	2	0	17	0	0	0	0	10	0	9	0	0	0	0	2	0	0	0	0	0	0	0
SPATA20	ENSG00000006282	ENST00000503127	nonsense_mediated_decay	0	2	0	17	6	0	0	0	13	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SPATA20	ENSG00000006282	ENST00000504265	retained_intron	0	0	0	19	0	0	0	9	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6
SPATA20	ENSG00000006282	ENST00000504271	retained_intron	0	0	0	19	0	0	0	8	1	0	3	0	0	0	0	0	0	0	0	0	0	0	7
SPATA20	ENSG00000006282	ENST00000504334	nonsense_mediated_decay	0	2	0	20	6	0	0	0	13	0	0	0	0	0	0	2	0	0	0	0	0	0	3
SPATA20	ENSG00000006282	ENST00000505085	nonsense_mediated_decay	0	0	0	13	1	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA20	ENSG00000006282	ENST00000505336	retained_intron	0	0	0	13	0	0	0	11	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SPATA20	ENSG00000006282	ENST00000505456	nonsense_mediated_decay	0	1	0	14	1	0	0	10	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SPATA20	ENSG00000006282	ENST00000505559	nonsense_mediated_decay	0	1	0	18	3	0	0	11	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SPATA20	ENSG00000006282	ENST00000505656	retained_intron	0	1	0	18	0	0	0	11	4	0	2	0	0	0	0	1	0	0	0	0	0	0	2
SPATA20	ENSG00000006282	ENST00000508528	nonsense_mediated_decay	0	1	1	17	0	0	0	7	4	1	0	0	0	0	0	0	0	0	0	0	0	1	6
SPATA20	ENSG00000006282	ENST00000508598	retained_intron	0	0	0	13	0	0	0	11	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SPATA20	ENSG00000006282	ENST00000510917	nonsense_mediated_decay	0	0	0	13	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA20	ENSG00000006282	ENST00000511347	nonsense_mediated_decay	0	1	0	18	2	0	0	11	4	0	0	0	0	0	0	1	0	0	0	0	0	0	2
SPATA20	ENSG00000006282	ENST00000511605	retained_intron	0	0	0	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA20	ENSG00000006282	ENST00000511845	retained_intron	0	0	0	13	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SPATA20	ENSG00000006282	ENST00000511937	processed_transcript	0	3	0	16	0	0	0	0	12	0	7	0	0	0	0	3	0	0	0	0	0	0	0
SPATA20	ENSG00000006282	ENST00000512181	retained_intron	0	0	0	19	0	0	0	11	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0
SPATA20	ENSG00000006282	ENST00000512416	retained_intron	0	1	0	14	0	0	0	10	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0
SPATA20	ENSG00000006282	ENST00000513618	retained_intron	0	0	0	19	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6
SPATA20	ENSG00000006282	ENST00000515526	retained_intron	0	0	0	13	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SPATA20	ENSG00000006282	ENST00000515619	retained_intron	0	0	0	19	0	0	0	9	1	0	3	0	0	0	0	0	0	0	0	0	0	0	6
SPATA22	ENSG00000141255	ENST00000541913	protein_coding	0	1	0	17	0	1	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	10
SPATA22	ENSG00000141255	ENST00000570318	protein_coding	0	0	0	17	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	11
SPATA2L	ENSG00000158792	ENST00000289805	protein_coding	0	1	0	5	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SPATA2L	ENSG00000158792	ENST00000335360	protein_coding	0	0	1	5	1	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA2L	ENSG00000158792	ENST00000569918	protein_coding	0	1	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SPATA31E3P	ENSG00000259325	ENST00000559508	unprocessed_pseudogene	0	1	0	4	0	0	0	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0
SPATA32	ENSG00000184361	ENST00000331780	protein_coding	0	0	0	7	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SPATA32	ENSG00000184361	ENST00000543122	protein_coding	0	0	0	7	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SPATA32	ENSG00000184361	ENST00000586359	nonsense_mediated_decay	0	0	0	7	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SPATA32	ENSG00000184361	ENST00000588866	nonsense_mediated_decay	0	0	0	7	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SPATA33	ENSG00000167523	ENST00000301031	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPATA33	ENSG00000167523	ENST00000457689	nonsense_mediated_decay	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPATA33	ENSG00000167523	ENST00000564238	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPATA33	ENSG00000167523	ENST00000565890	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPATA33	ENSG00000167523	ENST00000566204	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPATA33	ENSG00000167523	ENST00000566857	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPATA33	ENSG00000167523	ENST00000567827	nonsense_mediated_decay	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPATA33	ENSG00000167523	ENST00000568929	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPATA33	ENSG00000167523	ENST00000579310	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPATA41	ENSG00000189419	ENST00000340644	lincRNA	0	0	0	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA41	ENSG00000189419	ENST00000558307	lincRNA	0	0	0	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA41	ENSG00000189419	ENST00000560282	lincRNA	0	0	0	5	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
SPATA5L1	ENSG00000171763	ENST00000305560	protein_coding	0	6	1	7	0	3	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	3	1
SPATA5L1	ENSG00000171763	ENST00000525552	nonsense_mediated_decay	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
SPATA5L1	ENSG00000171763	ENST00000531624	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA5L1	ENSG00000171763	ENST00000531970	nonsense_mediated_decay	0	6	1	7	0	3	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	3	1
SPATA5L1	ENSG00000171763	ENST00000533199	retained_intron	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPATA5L1	ENSG00000171763	ENST00000533841	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SPATA5L1	ENSG00000171763	ENST00000559860	protein_coding	0	6	1	7	0	3	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	3	1
SPATA8	ENSG00000185594	ENST00000328504	protein_coding	0	0	0	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA8	ENSG00000185594	ENST00000558553	protein_coding	0	0	0	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA8	ENSG00000185594	ENST00000560327	retained_intron	0	0	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SPATA8	ENSG00000185594	ENST00000561002	retained_intron	0	0	0	3	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SPATA8-AS1	ENSG00000259282	ENST00000558722	antisense	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SPATA8-AS1	ENSG00000259282	ENST00000560888	antisense	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SPCS2P1	ENSG00000260928	ENST00000561636	processed_pseudogene	0	0	0	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SPDYE4	ENSG00000183318	ENST00000328794	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPDYE4	ENSG00000183318	ENST00000580999	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPDYE4	ENSG00000183318	ENST00000582989	nonsense_mediated_decay	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPECC1	ENSG00000128487	ENST00000261503	protein_coding	0	3	3	11	0	0	0	0	12	2	0	0	1	0	0	1	0	0	0	0	0	2	0
SPECC1	ENSG00000128487	ENST00000395522	protein_coding	0	0	2	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SPECC1	ENSG00000128487	ENST00000395525	protein_coding	0	0	2	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SPECC1	ENSG00000128487	ENST00000395527	protein_coding	0	3	2	11	0	0	0	0	12	2	0	0	0	0	0	1	0	0	0	0	0	2	0
SPECC1	ENSG00000128487	ENST00000395529	protein_coding	0	1	2	8	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	1	0
SPECC1	ENSG00000128487	ENST00000395530	protein_coding	0	2	3	4	0	0	0	0	5	2	0	0	1	0	0	1	0	0	0	0	0	1	0
SPECC1	ENSG00000128487	ENST00000413167	processed_transcript	0	0	0	11	0	0	0	2	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SPECC1	ENSG00000128487	ENST00000467722	nonsense_mediated_decay	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPECC1	ENSG00000128487	ENST00000472876	processed_transcript	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPECC1	ENSG00000128487	ENST00000492188	retained_intron	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPECC1	ENSG00000128487	ENST00000536879	protein_coding	0	2	0	6	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	1	0
SPECC1	ENSG00000128487	ENST00000578153	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPECC1	ENSG00000128487	ENST00000578321	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPECC1	ENSG00000128487	ENST00000579688	processed_transcript	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPECC1	ENSG00000128487	ENST00000580934	protein_coding	0	1	0	7	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SPECC1	ENSG00000128487	ENST00000581399	protein_coding	0	2	0	6	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	3
SPECC1	ENSG00000128487	ENST00000581973	protein_coding	0	1	0	10	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SPECC1	ENSG00000128487	ENST00000582063	processed_transcript	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPECC1	ENSG00000128487	ENST00000582226	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SPECC1	ENSG00000128487	ENST00000582604	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPECC1	ENSG00000128487	ENST00000583463	protein_coding	0	1	0	10	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SPECC1	ENSG00000128487	ENST00000583482	protein_coding	0	1	0	10	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SPECC1	ENSG00000128487	ENST00000583528	protein_coding	0	1	0	7	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SPECC1	ENSG00000128487	ENST00000584527	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SPEM1	ENSG00000181323	ENST00000323675	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPESP1	ENSG00000258484	ENST00000310673	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SPESP1	ENSG00000258484	ENST00000560188	processed_transcript	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SPESP1	ENSG00000258484	ENST00000561467	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPG11	ENSG00000104133	ENST00000261866	protein_coding	0	0	1	5	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SPG11	ENSG00000104133	ENST00000427534	protein_coding	0	0	1	5	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SPG11	ENSG00000104133	ENST00000535302	protein_coding	0	0	1	5	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SPG11	ENSG00000104133	ENST00000557866	non_stop_decay	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SPG11	ENSG00000104133	ENST00000558138	protein_coding	0	0	0	4	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPG11	ENSG00000104133	ENST00000558319	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SPG11	ENSG00000104133	ENST00000559193	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SPG11	ENSG00000104133	ENST00000559347	processed_transcript	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPG11	ENSG00000104133	ENST00000559511	protein_coding	0	0	0	4	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPG11	ENSG00000104133	ENST00000559933	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPG11	ENSG00000104133	ENST00000560299	retained_intron	0	0	0	4	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPG11	ENSG00000104133	ENST00000561268	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPG21	ENSG00000090487	ENST00000204566	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPG21	ENSG00000090487	ENST00000416889	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPG21	ENSG00000090487	ENST00000433215	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPG21	ENSG00000090487	ENST00000557795	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPG21	ENSG00000090487	ENST00000558339	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
